4	40225085
4	40225087
4	40225138
4	40225177
4	40225245
4	40225249
4	40225263
4	40225273
4	40225304
4	40225309
4	40225326
4	40225335
4	40225372
4	40225387
4	40225455
4	40225515
4	40225525
4	40225563
4	40225582
4	40225644
4	40225695
4	40225788
4	40225818
4	40225829
4	40225842
4	40225847
4	40225879
4	40225898
4	40225906
4	40225908
4	40225912
4	40225956
4	40225974
4	40226013
4	40226034
4	40226053
4	40226060
4	40226061
4	40226082
4	40226094
4	40226120
4	40226159
4	40226189
4	40226378
4	40226390
4	40226452
4	40226576
4	40226702
4	40226801
4	40226821
4	40226842
4	40226862
4	40226915
4	40227032
4	40227033
4	40227046
4	40227052
4	40227084
4	40227122
4	40227186
4	40227210
4	40227297
4	40227339
4	40227346
4	40227347
4	40227389
4	40227399
4	40227478
4	40227533
4	40227534
4	40227549
4	40227570
4	40227600
4	40227661
4	40227671
4	40227742
4	40227748
4	40227771
4	40227805
4	40227848
4	40227892
4	40227921
4	40227957
4	40228015
4	40228021
4	40228061
4	40228088
4	40228110
4	40228183
4	40228189
4	40228199
4	40228214
4	40228227
4	40228234
4	40228315
4	40228395
4	40228435
4	40228451
4	40228516
4	40228523
4	40228577
4	40228635
4	40228643
4	40228663
4	40228671
4	40228702
4	40228727
4	40228734
4	40228760
4	40228798
4	40228858
4	40228902
4	40228914
4	40228917
4	40228968
4	40229005
4	40229023
4	40229025
4	40229031
4	40229043
4	40229072
4	40229110
4	40229185
4	40229223
4	40229245
4	40229377
4	40229440
4	40229564
4	40229634
4	40229644
4	40229645
4	40229646
4	40229711
4	40229727
4	40229755
4	40229784
4	40229800
4	40229902
4	40229924
4	40229947
4	40229977
4	40230028
4	40230062
4	40230066
4	40230190
4	40230204
4	40230259
4	40230271
4	40230330
4	40230386
4	40230441
4	40230466
4	40230489
4	40230567
4	40230568
4	40230569
4	40230665
4	40230777
4	40230819
4	40230889
4	40230906
4	40231016
4	40231028
4	40231085
4	40231123
4	40231124
4	40231137
4	40231146
4	40231147
4	40231168
4	40231181
4	40231210
4	40231241
4	40231246
4	40231247
4	40231317
4	40231493
4	40231540
4	40231587
4	40231618
4	40231631
4	40231687
4	40231731
4	40231733
4	40231779
4	40231848
4	40231907
4	40231924
4	40231930
4	40231951
4	40231961
4	40231973
4	40232076
4	40232112
4	40232114
4	40232183
4	40232221
4	40232227
4	40232242
4	40232322
4	40232425
